221,虹漕路,金桂苑,4室1厅,NaN,约14㎡,13楼,独立阳台,2060
222,虹漕路,金桂苑,4室1厅,近12号线虹漕路,约13㎡,13楼,NaN,2030
223,张江路,申城佳苑三期B块,4室1厅,NaN,约9㎡,10楼,NaN,1506
224,张江路,申城佳苑三期B块,4室1厅,近12号线虹漕路,约12㎡,10楼,NaN,1746
225,金海路,丰舍东苑,4室1厅,NaN,约13㎡,5楼,NaN,1160
226,金海路,丰舍东苑,4室1厅,距13号线张江路站1300米,约13㎡,5楼,NaN,1190
227,张江路,申城佳苑三期B块,2室1厅,NaN,约13㎡,16楼,独立阳台,2146
228,沈杜公路,滨浦新苑八村,3室1厅,距13号线张江路站1300米,约15㎡,9楼,NaN,960
229,沈杜公路,滨浦新苑八村,3室1厅,NaN,约13㎡,9楼,独立阳台,890
230,沈杜公路,滨浦新苑八村,3室1厅,距12号线金海路站3050米,约14㎡,9楼,NaN,930
231,上海西站,曹杨花苑,3室1厅,NaN,约13㎡,2楼,NaN,2306
232,龙溪路,奥森公寓,3室1厅,距12号线金海路站3050米,约17㎡,15楼,NaN,2746
233,松江新城,明丰公寓,4室1厅,NaN,约22㎡,2楼,独立阳台,1776
234,虹桥火车站,爱博四村,4室1厅,距13号线张江路站1300米,约15㎡,4楼,NaN,1530
235,虹桥火车站,爱博四村,4室1厅,NaN,约18㎡,4楼,独立阳台,1660
236,虹桥火车站,爱博四村,4室1厅,距8号线沈杜公路站1650米,约16㎡,4楼,NaN,1600
237,虹桥火车站,爱博四村,4室1厅,NaN,约16㎡,4楼,独立卫生间独立淋浴,2000
238,世纪公园,六街坊小区,3室1厅,距8号线沈杜公路站1650米,约16㎡,1楼,NaN,2260
239,世纪公园,六街坊小区,3室1厅,NaN,约12㎡,1楼,NaN,2000
240,锦绣路,锦博苑,2室1厅,距8号线沈杜公路站1650米,约13㎡,5楼,独立阳台,1660
241,锦绣路,锦博苑,2室1厅,NaN,约14㎡,5楼,NaN,1960
242,上海西站,曹杨花苑,3室1厅,距7号线锦绣路站300米,约12㎡,5楼,NaN,2276
243,三林东,翠竹苑,4室1厅,NaN,约11㎡,2楼,独立阳台,1190
244,御桥,地杰国际城D街,4室1厅,距11号线上海西站站550米,约15㎡,9楼,NaN,2046
245,虹桥火车站,爱博二村,3室1厅,NaN,约17㎡,3楼,独立阳台,1660
246,虹桥火车站,爱博二村,3室1厅,距11号线三林东站550米,约15㎡,3楼,NaN,1600
247,虹桥火车站,爱博二村,3室1厅,NaN,约11㎡,3楼,NaN,1330
248,徐家汇,实业公寓,3室1厅,距11号线御桥站400米,约14㎡,24楼,独立阳台,2630
249,上海大学,锦泰苑（上海大学）,3室1厅,NaN,约13㎡,4楼,NaN,990
250,徐家汇,实业公寓,4室1厅,"距2号线,10号线虹桥火车站站1800米",约18㎡,1楼,独立阳台,2760
251,徐家汇,实业公寓,4室1厅,NaN,约11㎡,1楼,NaN,2260
252,徐家汇,实业公寓,4室1厅,"距2号线,10号线虹桥火车站站1800米",约11㎡,1楼,NaN,2260
253,七莘路,水清三村,4室1厅,NaN,约16㎡,6楼,NaN,1976
254,御桥,地杰国际城f欧香四季,5室1厅,"距2号线,10号线虹桥火车站站1800米",约12㎡,12楼,NaN,1430
255,御桥,地杰国际城f欧香四季,5室1厅,NaN,约27㎡,12楼,独立卫生间独立淋浴,2460
256,大华三路,枫庭丽苑,4室1厅,"距1号线,9号线,11号线徐家汇站200米",约13㎡,5楼,NaN,1560
257,大华三路,枫庭丽苑,4室1厅,NaN,约24㎡,5楼,独立阳台,1900
258,大华三路,枫庭丽苑,4室1厅,距7号线上海大学站850米,约15㎡,5楼,NaN,1660
259,虹桥路,浦江大厦,4室1厅,NaN,约9㎡,9楼,NaN,2130
260,徐家汇,实业公寓,4室1厅,"距1号线,9号线,11号线徐家汇站200米",约9㎡,13楼,NaN,2180
261,虹桥火车站,爱博五村,4室1厅,NaN,约13㎡,7楼,NaN,1500
262,虹桥火车站,爱博五村,4室1厅,"距2号线,10号线虹桥火车站站2700米",约20㎡,7楼,独立阳台,1830
263,虹桥火车站,爱博五村,4室1厅,NaN,约23㎡,7楼,独立卫生间独立淋浴,2260
264,虹桥火车站,爱博五村,4室1厅,"距2号线,10号线虹桥火车站站2700米",约11㎡,7楼,NaN,1400
265,虹漕路,金桂苑,4室1厅,NaN,约13㎡,15楼,NaN,2030
266,虹漕路,金桂苑,4室1厅,"距2号线,10号线虹桥火车站站2700米",约14㎡,15楼,NaN,2100
267,虹漕路,金桂苑,4室1厅,NaN,约18㎡,15楼,独立卫生间独立淋浴,2760
268,唐镇,金利公寓,4室1厅,"距2号线,10号线虹桥火车站站2700米",约27㎡,2楼,独立阳台,1660
269,唐镇,金利公寓,4室1厅,NaN,约18㎡,2楼,NaN,1460
270,唐镇,金利公寓,4室1厅,近12号线虹漕路,约13㎡,2楼,NaN,1876
271,桂林路,古北新城,3室1厅,NaN,约12㎡,2楼,NaN,1830
272,桂林路,古北新城,3室1厅,近12号线虹漕路,约24㎡,2楼,独立卫生间独立淋浴,2890
273,上海南站,金牛苑,4室1厅,NaN,约17㎡,5楼,独立卫生间独立淋浴,2330
274,上海儿童医学中心,万源杰座,4室1厅,近12号线虹漕路,约12㎡,12楼,中央空调,1960
275,大华三路,枫庭丽苑,4室1厅,NaN,约14㎡,2楼,NaN,1730
276,大华三路,枫庭丽苑,4室1厅,距2号线唐镇站1150米,约18㎡,2楼,NaN,1860
277,大华三路,枫庭丽苑,4室1厅,NaN,约22㎡,2楼,独立阳台,2000
278,大华三路,枫庭丽苑,4室1厅,距2号线唐镇站1150米,约14㎡,2楼,NaN,1730
279,上海西站,达安春之声,4室1厅,NaN,约13㎡,1楼,NaN,1660
280,上海西站,达安春之声,4室1厅,距2号线唐镇站1150米,约24㎡,1楼,独立卫生间独立淋浴,2330
281,上海西站,达安春之声,4室1厅,NaN,约15㎡,1楼,独立阳台,1760
282,南翔,民主东街197弄,3室1厅,距11号线上海西站站550米,约19㎡,5楼,独立阳台,1260
283,南翔,宏立瑞园,4室1厅,NaN,约20㎡,10楼,独立阳台,1806
284,顾戴路,东苑怡景园,3室1厅,距11号线南翔站950米,约16㎡,5楼,NaN,1900
